"DateTime","Depth","conc_H_molpl","pH"
"1994-08-19",NA,4.16869383470336e-07,6.38
"1994-08-19",NA,2.51188643150958e-07,6.6
"1994-08-19",NA,1.73780082874938e-07,6.76
"1994-07-29",NA,4.67735141287198e-07,6.33
"1994-07-29",NA,3.71535229097173e-07,6.43
"1994-07-29",NA,8.128305161641e-08,7.09
"1994-07-07",NA,2.04173794466953e-07,6.69
"1994-07-07",NA,1.25892541179417e-07,6.9
"1994-07-07",NA,2.95120922666638e-07,6.53
"1993-10-17",NA,4.46683592150963e-07,6.35
"1993-10-17",NA,2.88403150312661e-07,6.54
"1993-10-17",NA,2.13796208950223e-07,6.67
"1993-09-05",NA,4.46683592150963e-07,6.35
"1993-09-05",NA,1.99526231496888e-07,6.7
"1993-09-05",NA,7.07945784384137e-07,6.15
"1993-08-22",NA,1e-06,6
"1993-08-22",NA,5.01187233627272e-07,6.3
"1993-08-22",NA,1.99526231496888e-07,6.7
"1993-08-08",NA,8.91250938133746e-07,6.05
"1993-08-08",NA,3.98107170553497e-07,6.4
"1993-08-08",NA,1.58489319246111e-07,6.8
"1993-07-25",NA,3.16227766016838e-07,6.5
"1993-07-25",NA,5.01187233627272e-07,6.3
"1993-07-25",NA,6.30957344480193e-07,6.2
"1993-07-11",NA,1.99526231496888e-07,6.7
"1993-07-11",NA,6.30957344480193e-07,6.2
"1993-07-11",NA,3.98107170553497e-07,6.4
"1993-06-27",NA,5.01187233627272e-07,6.3
"1993-06-27",NA,2.39883291901949e-07,6.62
"1993-06-27",NA,2.23872113856834e-07,6.65
"1993-06-13",NA,3.54813389233575e-07,6.45
"1993-06-13",NA,3.16227766016838e-07,6.5
"1993-06-13",NA,1.99526231496888e-07,6.7
"1993-05-30",NA,3.16227766016838e-07,6.5
"1993-05-30",NA,3.98107170553497e-07,6.4
"1993-05-30",NA,7.94328234724282e-07,6.1
"1993-05-16",NA,1.99526231496888e-07,6.7
"1993-05-16",NA,1.99526231496888e-07,6.7
"1993-05-16",NA,3.98107170553497e-07,6.4
"1992-08-28",NA,7.94328234724282e-08,7.1
"1992-08-28",NA,7.94328234724282e-08,7.1
"1992-07-29",NA,2.51188643150958e-07,6.6
"1992-07-29",NA,3.16227766016838e-07,6.5
"1992-07-29",NA,1.99526231496888e-07,6.7
"1992-07-01",NA,1.58489319246111e-07,6.8
"1992-07-01",NA,1.25892541179417e-07,6.9
"1992-07-01",NA,1.58489319246111e-07,6.8
"1992-05-26",NA,2.51188643150958e-07,6.6
"1992-05-26",NA,2.51188643150958e-07,6.6
"1992-05-26",NA,3.16227766016838e-07,6.5
"1991-08-27",NA,1.99526231496888e-07,6.7
"1991-08-27",NA,1.99526231496888e-07,6.7
"1991-08-27",NA,1.99526231496888e-07,6.7
"1991-07-30",NA,1.25892541179417e-07,6.9
"1991-07-30",NA,1.25892541179417e-07,6.9
"1991-07-30",NA,1e-07,7
"1991-06-28",NA,1.58489319246111e-07,6.8
"1991-06-28",NA,1.25892541179417e-07,6.9
"1991-06-28",NA,5.01187233627272e-07,6.3
"1991-05-28",NA,1.99526231496888e-07,6.7
"1991-05-28",NA,1.58489319246111e-07,6.8
"1991-05-28",NA,2.51188643150958e-07,6.6
"1990-08-28",NA,1.58489319246111e-07,6.8
"1990-08-28",NA,1.58489319246111e-07,6.8
"1990-08-28",NA,1.99526231496888e-07,6.7
"1990-06-21",NA,1e-07,7
"1990-06-21",NA,1.58489319246111e-07,6.8
"1990-06-21",NA,1e-07,7
"1989-08-30",NA,3.16227766016838e-07,6.5
"1989-08-30",NA,3.16227766016838e-07,6.5
"1989-08-30",NA,3.98107170553497e-07,6.4
"1989-07-25",NA,2.51188643150958e-07,6.6
"1989-07-25",NA,3.16227766016838e-07,6.5
"1989-07-25",NA,3.16227766016838e-07,6.5
"1989-06-28",NA,1.58489319246111e-06,5.8
"1989-06-28",NA,2.51188643150958e-07,6.6
"1989-06-28",NA,3.98107170553497e-06,5.4
"1989-05-24",NA,1.99526231496888e-06,5.7
"1989-05-24",NA,3.98107170553497e-06,5.4
"1989-05-24",NA,2.51188643150958e-06,5.6
"1988-09-07",NA,2.51188643150958e-07,6.6
"1988-09-07",NA,6.30957344480193e-07,6.2
"1988-09-07",NA,3.98107170553497e-07,6.4
"1988-08-11",NA,1.99526231496888e-07,6.7
"1988-08-11",NA,5.01187233627272e-07,6.3
"1988-08-11",NA,1.58489319246111e-07,6.8
"1988-07-14",NA,7.94328234724282e-08,7.1
"1988-07-14",NA,3.16227766016838e-07,6.5
"1988-07-14",NA,1.58489319246111e-07,6.8
"1988-06-09",NA,3.98107170553497e-07,6.4
"1988-06-09",NA,2.51188643150958e-07,6.6
"1988-06-09",NA,1.58489319246111e-07,6.8
"1987-09-03",NA,1e-06,6
"1987-09-03",NA,3.98107170553497e-07,6.4
"1987-09-03",NA,3.98107170553497e-07,6.4
"1987-08-11",NA,1.58489319246111e-06,5.8
"1987-08-11",NA,5.01187233627272e-07,6.3
"1987-08-11",NA,5.01187233627272e-07,6.3
"1987-07-01",NA,1.25892541179417e-07,6.9
"1987-07-01",NA,3.98107170553497e-07,6.4
"1987-07-01",NA,5.01187233627272e-07,6.3
"1987-05-29",NA,3.98107170553497e-07,6.4
"1987-05-29",NA,1.99526231496888e-07,6.7
"1987-05-29",NA,1.99526231496888e-07,6.7
"1986-09-02",NA,1e-06,6
"1986-09-02",NA,3.98107170553497e-07,6.4
"1986-09-02",NA,1.25892541179417e-07,6.9
"1986-08-03",NA,1.25892541179417e-07,6.9
"1986-08-03",NA,3.98107170553497e-07,6.4
"1986-07-03",NA,1.58489319246111e-07,6.8
"1986-07-03",NA,5.01187233627272e-07,6.3
"2018-09-17",21,4.78630092322638e-07,6.32
"2018-09-17",11.5,2.08929613085404e-07,6.68
"2018-09-17",4.5,6.76082975391982e-08,7.17
"2018-08-13",21,1.86208713666287e-07,6.73
"2018-08-13",10,1.99526231496888e-07,6.7
"2018-08-13",3.5,7.94328234724282e-08,7.1
"2018-07-24",20.5,3.71535229097173e-07,6.43
"2018-07-24",9.5,1.44543977074593e-07,6.84
"2018-07-24",3,8.70963589956081e-08,7.06
"2018-06-18",3,1.02329299228075e-07,6.99
"2018-06-18",20.5,3.09029543251359e-07,6.51
"2018-06-18",8.5,1.38038426460288e-07,6.86
"2019-09-24",20.5,6.60693448007596e-07,6.18
"2019-09-24",11,4.07380277804113e-07,6.39
"2019-09-24",5,8.128305161641e-08,7.09
"2019-08-19",22,5.37031796370253e-07,6.27
"2019-08-19",10,3.09029543251359e-07,6.51
"2019-08-19",3.5,9.54992586021437e-08,7.02
"2019-07-29",22,3.63078054770101e-07,6.44
"2019-07-29",9.5,2.04173794466953e-07,6.69
"2019-07-29",3,1.09647819614319e-07,6.96
"2019-06-17",20,2.69153480392691e-07,6.57
"2019-06-17",8.5,9.54992586021437e-08,7.02
"2019-06-17",3.5,6.76082975391982e-08,7.17
"2019-05-08",15,3.46736850452532e-07,6.46
"2019-05-08",1,2.63026799189538e-07,6.58
"2020-09-15",5,7.94328234724282e-08,7.1
"2020-09-15",11.5,2.08929613085404e-07,6.68
"2020-09-15",22,4.26579518801593e-07,6.37
"2020-08-11",4,1.17489755493953e-07,6.93
"2020-08-11",20.5,3.80189396320561e-07,6.42
"2020-08-11",10,1.51356124843621e-07,6.82
"2020-07-15",20,8.91250938133746e-07,6.05
"2020-07-15",9.5,2.23872113856834e-07,6.65
"2020-07-15",3.5,2.69153480392691e-07,6.57
"2020-06-22",19.5,3.63078054770101e-07,6.44
"2020-06-22",7,1.17489755493953e-07,6.93
"2020-06-22",2,2.13796208950223e-07,6.67
"2020-06-03",8.5,1.73780082874938e-07,6.76
"2020-06-03",20,3.38844156139203e-07,6.47
"2020-06-03",4,1.81970085860998e-07,6.74
"2020-02-12",29.5,5.24807460249772e-07,6.28
"2020-02-12",8,1.73780082874938e-07,6.76
"2020-10-29",30.1,1.41253754462276e-06,5.85
"2020-10-29",29.1,1.41253754462276e-06,5.85
"2020-10-29",28.3,1.34896288259165e-06,5.87
"2020-10-29",23.3,1.17489755493953e-06,5.93
"2020-10-29",22.1,1.07151930523761e-06,5.97
"2020-10-29",21.1,9.54992586021437e-07,6.02
"2020-10-29",20.1,8.128305161641e-07,6.09
"2020-10-29",19.1,6.60693448007596e-07,6.18
"2020-10-29",18.1,2.69153480392691e-07,6.57
"2020-10-29",17.2,2.39883291901949e-07,6.62
"2020-10-29",16.2,2.39883291901949e-07,6.62
"2020-10-29",15.1,2.39883291901949e-07,6.62
"2020-10-29",0.4,2.23872113856834e-07,6.65
"2020-10-22",30.9,1.47910838816821e-06,5.83
"2020-10-22",30,1.38038426460288e-06,5.86
"2020-10-22",29.1,1.28824955169313e-06,5.89
"2020-10-22",20.1,8.91250938133746e-07,6.05
"2020-10-22",19.2,8.51138038202376e-07,6.07
"2020-10-22",18.1,7.41310241300918e-07,6.13
"2020-10-22",17.1,6.16595001861482e-07,6.21
"2020-10-22",16.1,4.16869383470336e-07,6.38
"2020-10-22",15.1,2.23872113856834e-07,6.65
"2020-10-22",14.4,1.90546071796325e-07,6.72
"2020-10-22",0.5,1.62181009735893e-07,6.79
"2020-10-15",25,1.02329299228075e-06,5.99
"2020-10-15",15.2,6.02559586074358e-07,6.22
"2020-10-15",0.3,1.31825673855641e-07,6.88
"2020-09-29",29.7,1.38038426460288e-06,5.86
"2020-09-29",28.7,1.28824955169313e-06,5.89
"2020-09-29",26.3,1.17489755493953e-06,5.93
"2020-09-29",17.1,9.1201083935591e-07,6.04
"2020-09-29",16.1,8.31763771102671e-07,6.08
"2020-09-29",15.3,7.76247116628691e-07,6.11
"2020-09-29",14.3,6.02559586074358e-07,6.22
"2020-09-29",13.5,5.24807460249772e-07,6.28
"2020-09-29",12.6,3.54813389233575e-07,6.45
"2020-09-29",10.3,1.73780082874938e-07,6.76
"2020-09-29",5.1,1.62181009735893e-07,6.79
"2020-09-29",0.4,1.58489319246111e-07,6.8
"2020-09-15",30.1,1.38038426460288e-06,5.86
"2020-09-15",30,1.34896288259165e-06,5.87
"2020-09-15",29,1.28824955169313e-06,5.89
"2020-09-15",28.2,1.25892541179417e-06,5.9
"2020-09-15",27,1.20226443461741e-06,5.92
"2020-09-15",26,1.17489755493953e-06,5.93
"2020-09-15",25,1.12201845430196e-06,5.95
"2020-09-15",24.1,1.09647819614319e-06,5.96
"2020-09-15",23,1.07151930523761e-06,5.97
"2020-09-15",22.2,1.02329299228075e-06,5.99
"2020-09-15",21.1,9.33254300796991e-07,6.03
"2020-09-15",20.1,9.1201083935591e-07,6.04
"2020-09-15",19.1,8.70963589956081e-07,6.06
"2020-09-15",18,8.51138038202376e-07,6.07
"2020-09-15",17.1,8.128305161641e-07,6.09
"2020-09-15",16,7.76247116628691e-07,6.11
"2020-09-15",15.1,7.41310241300918e-07,6.13
"2020-09-15",14,7.07945784384137e-07,6.15
"2020-09-15",13.1,5.37031796370253e-07,6.27
"2020-09-15",12,4.89778819368447e-07,6.31
"2020-09-15",12,4.78630092322638e-07,6.32
"2020-09-15",11.2,2.57039578276886e-07,6.59
"2020-09-15",10.1,1.86208713666287e-07,6.73
"2020-09-15",9.2,1.17489755493953e-07,6.93
"2020-09-15",8,1.17489755493953e-07,6.93
"2020-09-15",7.3,1.17489755493953e-07,6.93
"2020-09-15",5.9,1.12201845430196e-07,6.95
"2020-09-15",5.2,1.12201845430196e-07,6.95
"2020-09-15",4.1,1.14815362149688e-07,6.94
"2020-09-15",3,1.14815362149688e-07,6.94
"2020-09-15",2,1.12201845430196e-07,6.95
"2020-09-15",1,1.14815362149688e-07,6.94
"2020-09-15",0.6,9.77237220955811e-08,7.01
"2020-08-11",29,1.28824955169313e-06,5.89
"2020-08-11",29,1.28824955169313e-06,5.89
"2020-08-11",28.1,1.23026877081238e-06,5.91
"2020-08-11",27,1.17489755493953e-06,5.93
"2020-08-11",26.1,1.14815362149688e-06,5.94
"2020-08-11",25,1.09647819614319e-06,5.96
"2020-08-11",24,1.02329299228075e-06,5.99
"2020-08-11",23.1,1e-06,6
"2020-08-11",22,9.54992586021437e-07,6.02
"2020-08-11",21.1,9.33254300796991e-07,6.03
"2020-08-11",20.1,8.91250938133746e-07,6.05
"2020-08-11",19.1,8.70963589956081e-07,6.06
"2020-08-11",18.1,8.51138038202376e-07,6.07
"2020-08-11",17,7.94328234724282e-07,6.1
"2020-08-11",16.1,7.58577575029184e-07,6.12
"2020-08-11",15,7.41310241300918e-07,6.13
"2020-08-11",14,6.45654229034655e-07,6.19
"2020-08-11",13.1,6.02559586074358e-07,6.22
"2020-08-11",12.1,4.36515832240166e-07,6.36
"2020-08-11",11.1,3.38844156139203e-07,6.47
"2020-08-11",10.1,2.45470891568503e-07,6.61
"2020-08-11",9.2,2.23872113856834e-07,6.65
"2020-08-11",8,2.04173794466953e-07,6.69
"2020-08-11",7.1,1.94984459975805e-07,6.71
"2020-08-11",6.2,1.90546071796325e-07,6.72
"2020-08-11",5.1,2.08929613085404e-07,6.68
"2020-08-11",4.1,2.04173794466953e-07,6.69
"2020-08-11",3.1,1.94984459975805e-07,6.71
"2020-08-11",2,1.90546071796325e-07,6.72
"2020-08-11",0.9,1.86208713666287e-07,6.73
"2020-08-11",0.5,1.65958690743756e-07,6.78
"2020-07-15",29.1,1.41253754462276e-06,5.85
"2020-07-15",29,1.38038426460288e-06,5.86
"2020-07-15",28,1.31825673855641e-06,5.88
"2020-07-15",27.2,1.25892541179417e-06,5.9
"2020-07-15",26,1.12201845430196e-06,5.95
"2020-07-15",24,9.77237220955811e-07,6.01
"2020-07-15",23,9.33254300796991e-07,6.03
"2020-07-15",22.1,9.1201083935591e-07,6.04
"2020-07-15",21,9.1201083935591e-07,6.04
"2020-07-15",20.1,8.91250938133746e-07,6.05
"2020-07-15",19,8.91250938133746e-07,6.05
"2020-07-15",18,8.70963589956081e-07,6.06
"2020-07-15",17.1,8.31763771102671e-07,6.08
"2020-07-15",16,7.07945784384137e-07,6.15
"2020-07-15",15,6.45654229034655e-07,6.19
"2020-07-15",14,6.02559586074358e-07,6.22
"2020-07-15",13.1,5.37031796370253e-07,6.27
"2020-07-15",12,4.78630092322638e-07,6.32
"2020-07-15",11,3.54813389233575e-07,6.45
"2020-07-15",10,3.09029543251359e-07,6.51
"2020-07-15",9,2.23872113856834e-07,6.65
"2020-07-15",7,2.29086765276777e-07,6.64
"2020-07-15",8,2.23872113856834e-07,6.65
"2020-07-15",4.2,2.51188643150958e-07,6.6
"2020-07-15",5,2.45470891568503e-07,6.61
"2020-07-15",6,2.51188643150958e-07,6.6
"2020-07-15",4.1,2.63026799189538e-07,6.58
"2020-07-15",3,2.75422870333817e-07,6.56
"2020-07-15",2,2.88403150312661e-07,6.54
"2020-07-15",1,2.88403150312661e-07,6.54
"2020-07-15",0.5,3.01995172040202e-07,6.52
"2020-06-22",29.3,5.88843655355588e-07,6.23
"2020-06-22",29,5.62341325190349e-07,6.25
"2020-06-22",28.1,5.12861383991365e-07,6.29
"2020-06-22",27,5.01187233627272e-07,6.3
"2020-06-22",26,4.67735141287198e-07,6.33
"2020-06-22",25,4.57088189614875e-07,6.34
"2020-06-22",23.1,4.26579518801593e-07,6.37
"2020-06-22",22,3.98107170553497e-07,6.4
"2020-06-22",21,3.80189396320561e-07,6.42
"2020-06-22",20.1,3.71535229097173e-07,6.43
"2020-06-22",19,3.54813389233575e-07,6.45
"2020-06-22",18,3.38844156139203e-07,6.47
"2020-06-22",17,3.31131121482591e-07,6.48
"2020-06-22",16,3.09029543251359e-07,6.51
"2020-06-22",15.1,2.95120922666638e-07,6.53
"2020-06-22",14.1,2.75422870333817e-07,6.56
"2020-06-22",13.1,2.57039578276886e-07,6.59
"2020-06-22",12.1,2.13796208950223e-07,6.67
"2020-06-22",11.2,1.94984459975805e-07,6.71
"2020-06-22",10,1.62181009735893e-07,6.79
"2020-06-22",9.1,1.34896288259165e-07,6.87
"2020-06-22",8,1.23026877081238e-07,6.91
"2020-06-22",7,1.17489755493953e-07,6.93
"2020-06-22",6,1.31825673855641e-07,6.88
"2020-06-22",5,1.44543977074593e-07,6.84
"2020-06-22",4,1.81970085860998e-07,6.74
"2020-06-22",3,2.23872113856834e-07,6.65
"2020-06-22",1.9,2.13796208950223e-07,6.67
"2020-06-22",1,1.90546071796325e-07,6.72
"2020-06-22",0.5,1.69824365246175e-07,6.77
"2020-06-03",31,5.01187233627272e-07,6.3
"2020-06-03",30.2,4.26579518801593e-07,6.37
"2020-06-03",29.2,4.16869383470336e-07,6.38
"2020-06-03",28,4.07380277804113e-07,6.39
"2020-06-03",27.1,4.07380277804113e-07,6.39
"2020-06-03",26.1,3.98107170553497e-07,6.4
"2020-06-03",25.1,3.80189396320561e-07,6.42
"2020-06-03",24,3.71535229097173e-07,6.43
"2020-06-03",23.1,3.63078054770101e-07,6.44
"2020-06-03",22.1,3.54813389233575e-07,6.45
"2020-06-03",21,3.46736850452532e-07,6.46
"2020-06-03",20,3.38844156139203e-07,6.47
"2020-06-03",19,3.31131121482591e-07,6.48
"2020-06-03",18,3.23593656929628e-07,6.49
"2020-06-03",17.1,3.09029543251359e-07,6.51
"2020-06-03",16.1,3.01995172040202e-07,6.52
"2020-06-03",15,2.88403150312661e-07,6.54
"2020-06-03",14,2.75422870333817e-07,6.56
"2020-06-03",13,2.57039578276886e-07,6.59
"2020-06-03",12.1,2.39883291901949e-07,6.62
"2020-06-03",11,2.23872113856834e-07,6.65
"2020-06-03",10,2.04173794466953e-07,6.69
"2020-06-03",9,1.81970085860998e-07,6.74
"2020-06-03",8,1.73780082874938e-07,6.76
"2020-06-03",7,1.73780082874938e-07,6.76
"2020-06-03",6,1.73780082874938e-07,6.76
"2020-06-03",5.1,1.73780082874938e-07,6.76
"2020-06-03",3.9,1.81970085860998e-07,6.74
"2020-06-03",3,1.94984459975805e-07,6.71
"2020-06-03",2.1,2.04173794466953e-07,6.69
"2020-06-03",0.9,2.08929613085404e-07,6.68
"2020-06-03",0.5,2.23872113856834e-07,6.65
